url,github,name,title,location,hourly_rate,skills,description,skills_extracted_ordinal,JavaScript_exp_ordinal,PHP_exp_ordinal,Python_exp_ordinal,github_username,username,JavaScript_loc,JavaScript_total_issues,JavaScript_high_issues,JavaScript_medium_issues,JavaScript_low_issues,JavaScript_reliability_issues,JavaScript_maintainability_issues,JavaScript_issue_density,Python_loc,Python_total_issues,Python_high_issues,Python_medium_issues,Python_low_issues,Python_reliability_issues,Python_maintainability_issues,Python_issue_density,total_loc,total_issues,PHP_loc,PHP_total_issues,PHP_high_issues,PHP_medium_issues,PHP_low_issues,PHP_reliability_issues,PHP_maintainability_issues,PHP_issue_density
https://www.workana.com/freelancer/74751a3116f15c84429c0f8d76ecf60b,https://github.com/matheusfelipeog,Dev 19,Full Stack Developer,Brasil,BRL 100.00,"Python (1 a 3 anos), JavaScript (1 a 3 anos), Web Scraping (1 a 3 anos), MySQL (1 ano), Git (1 a 3 anos), HTML (1 a 3 anos), API (1 ano)","""""""Sobre mim   Desenvolvedor Full-Stack atualmente focado no ecossistema Python e Técnico em Desenvolvimento de Sistemas pela ETEC. Possuo vivência no desenvolvimento de soluções front e back usando metodologias ágeis, boas práticas de segurança e elaboração, organização e criação de documentação.   Atualmente realizando projetos freelancers de web scraping e automação, além de criar e manter diversos projetos open source, sendo eles: sistemas, APIs/pacotes, automações, documentações e afins.  -- Skills --  Ecossistema Python:  - Python 3.x  - Flask, Jinja  - pip, pipenv  - pyenv, pipx  - Unittest, Pytest  - Linters  Ecossistema web:  - HTML  - CSS  - JavaScript  Noções de banco de dados:  - MySQL  - SQLite  Outros:  - Noções de ambientes Linux  - Docker  - Git, GitHub e GitHub Actions como CI/CD  - APIs  - Programação Orientada a Objetos  - Testes Unitários  - Web Scraping  - Scrum  Outras ferramentas que já usei:  - PHP  - JQuery  - Bootstrap  -- Links --  GitHub: https://github.com/matheusfelipeog LinkedIn:[REDACTED] Portfólio: https://matheusfelipeog.github.io  colapsar""""""","{'Python': '<3', 'JavaScript': '<3', 'Web Scraping': '<3', 'SQL': '<3', 'Git': '<3', 'HTML': '<3', 'API': '<3'}",<3,No experience,<3,matheusfelipeog,matheusfelipeog,2268.0,68.0,35.0,19.0,14.0,6.0,62.0,29.98236331569665,2360.0,33.0,5.0,12.0,16.0,5.0,28.0,13.983050847457626,6591,533,1963.0,432.0,9.0,92.0,331.0,162.0,270.0,220.07131940906777
https://www.workana.com/freelancer/0628403315de223d9619a9d75ac8eec4,https://github.com/nahue-prg,Dev 23,Full Stack Developer,Argentina,ARS 7000.00,"JavaScript (3 a 5 anos), C# (1 a 3 anos), .NET (1 a 3 anos), Microsoft Excel (3 a 5 anos), SQL Server (3 a 5 anos), Microsoft Azure (3 a 5 anos), React.js (1 ano)","""""""Sobre mim   Habilidades: - Backend: C#, NODE, JAVA, C++.  - Frontend: JAVASCRIPT, REACT, BOOTSTRAP, IONIC, CSS, HTML.  - Bases de datos: SQL (MSSQL, MYSQL, ORACLE PLSQL), NoSQL (MONGODB, FIREBASE). - Game Dev: UNITY.  GitHub: https://github.com/nahue-prg  colapsar""""""","{'JavaScript': '3-5', 'C#': '<3', '.NET': '<3', 'Microsoft Excel': '3-5', 'SQL': '3-5', 'Microsoft Azure': '3-5', 'React.js': '<3'}",3-5,No experience,No experience,nahue-prg,nahue-prg,7429.0,404.0,179.0,143.0,82.0,93.0,401.0,54.38147799165433,,,,,,,,,7429,404,,,,,,,,
https://www.workana.com/freelancer/7e30e8a6a655cf40d100bc3dc3b78977,https://github.com/PedroCoelho19,Dev 24,Full Stack Developer,Brasil,BRL 20.00,"PHP (1 a 3 anos), MySQL (3 a 5 anos), Node.js (3 a 5 anos), React.js (3 a 5 anos), JavaScript (3 a 5 anos), Typescript (3 a 5 anos), Amazon AWS AI/ML (1 ano)","""""""Sobre mim   Saudações! Sou um Desenvolvedor de Software com quatro anos de experiência na área. Minha formação em Análise e Desenvolvimento de Sistemas proporcionou uma base sólida, e desde então, venho aprimorando minhas habilidades e conhecimentos para oferecer soluções de alta qualidade.  Minhas principais áreas de expertise incluem:  JavaScript: Domino JavaScript de ponta a ponta, abrangendo tanto o desenvolvimento no lado do cliente (React.js) quanto no lado do servidor (Node.js). React.js e React Native: Tenho ampla experiência na criação de interfaces de usuário dinâmicas e responsivas tanto para aplicações web quanto para aplicativos móveis. Node.js: Desenvolvo servidores eficientes e escaláveis usando Node.js, proporcionando uma base robusta para sistemas web. PHP: Tenho conhecimentos sólidos em PHP, utilizando-o para o desenvolvimento de aplicações web dinâmicas. Banco de Dados Relacionais e NoSQL: Experiência em modelagem e gerenciamento de bancos de dados relacionais (MySQL, PostgreSQL) e NoSQL (MongoDB), garantindo eficiência no armazenamento e recuperação de dados. Além disso, destaco as seguintes características:  Comprometimento: Sou apaixonado por enfrentar desafios complexos e entregar soluções eficientes. Aprendizado Contínuo: Mantenho-me atualizado com as últimas tendências tecnológicas para oferecer as melhores soluções aos meus clientes. Comunicação Clara: Valorizo a comunicação transparente para entender completamente os requisitos do projeto e garantir a satisfação do cliente. Estou entusiasmado para colaborar em projetos desafiadores e agregar valor ao seu negócio. Vamos trabalhar juntos para transformar suas ideias em realidade!  Link GitHub: https://github.com/PedroCoelho19  colapsar""""""","{'PHP': '<3', 'SQL': '3-5', 'Node.js': '3-5', 'React.js': '3-5', 'JavaScript': '3-5', 'Typescript': '3-5', 'Amazon AWS AI/ML': '<3'}",3-5,<3,No experience,PedroCoelho19,PedroCoelho19,2016.0,5.0,5.0,0.0,0.0,0.0,5.0,2.4801587301587302,,,,,,,,,2016,5,,,,,,,,
https://www.workana.com/freelancer/3c09c22c6838fa6a1cd45a007ecee814,https://github.com/jxnata,Dev 25,Software Developer,Brasil,BRL 50.00,"PHP (3 a 5 anos), JavaScript (5 a 10 anos), Android (5 a 10 anos), WordPress (5 a 10 anos), CSS (5 a 10 anos), iOS (5 a 10 anos), HTML (5 a 10 anos)","""""""Sobre mim   Formado em 2014 no curso técnico de informática no Instituto Federal de Educação Ciência e Tecnologia da Bahia - Campus Irecê. Habilidades em programação web, sistemas, sites e aplicativos mobile. Também atuo na área de web3 e blockchain, com especialidade em Ethereum e Bitcoin. GitHub: https://github.com/jxnata  colapsar""""""","{'PHP': '3-5', 'JavaScript': '>5', 'Android': '>5', 'WordPress': '>5', 'CSS': '>5', 'iOS': '>5', 'HTML': '>5'}",>5,3-5,No experience,jxnata,jxnata,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,90,0,,,,,,,,
https://www.workana.com/freelancer/ec63934b790b5fbf15e2d2deec7236c8,https://github.com/gnuns,Dev 28,Desenvolvedor Web,Brasil,BRL -,"PHP (1 ano), JavaScript (1 ano), MySQL (1 ano), Linux (1 ano), WordPress (1 ano), Node.js (1 ano), React.js (1 ano)","""""""Sobre mim   Full stack developer, interessado em segurança da informação e usuário de Linux  Tenho experiência em desenvolvimento web front-end com CSS3, HTML5, JavaScript/JQuery e em back-end principalmente com PHP (OO) + (My)SQL. Também tenho experiência no desenvolvimento desktop com C# e já trabalhei com JavaScript em NodeJS.  colapsar""""""","{'PHP': '<3', 'JavaScript': '<3', 'SQL': '<3', 'Linux': '<3', 'WordPress': '<3', 'Node.js': '<3', 'React.js': '<3'}",<3,<3,No experience,gnuns,gnuns,92.0,5.0,0.0,4.0,1.0,0.0,5.0,54.34782608695652,,,,,,,,,92,5,,,,,,,,
https://www.workana.com/freelancer/5bede2255ec977a2b7b7a72382671c6b,https://github.com/enghitalo,Dev 31,Full Stack Developer,Brasil,BRL 16.00,"JavaScript (1 a 3 anos), Escrita de artigos (1 a 3 anos), Correção de textos (1 a 3 anos), React.js (1 a 3 anos), HTML (3 a 5 anos)","""""""Sobre mim   https://github.com/enghitalo""""""","{'JavaScript': '<3', 'Escrita de artigos': '<3', 'Correção de textos': '<3', 'React.js': '<3', 'HTML': '3-5'}",<3,No experience,No experience,enghitalo,enghitalo,194.0,2.0,0.0,2.0,0.0,0.0,2.0,10.309278350515465,7162.0,550.0,244.0,215.0,91.0,10.0,535.0,76.79419156660151,7356,552,,,,,,,,
https://www.workana.com/freelancer/2eb036672b5b30f56130d5cbc12d72e0,https://github.com/altamiranoesdras,Dev 34,Desenvolvedor Web,Guatemala,USD 10.00,"JavaScript (1 ano), PHP (1 ano), Laravel (1 ano), MySQL (1 ano), Desenvolvimento Web (1 ano), Git (1 ano), Design de App Mobile (1 ano)","""""""Sobre mim   Me gusta todo lo referente a tecnología, me gusta estudiar mucho y estar al tanto de las últimas metodología, framework y tecnologías de programación, me gusta enfocarme más en la solución que en el problema""""""","{'JavaScript': '<3', 'PHP': '<3', 'Laravel': '<3', 'SQL': '<3', 'Desenvolvimento Web': '<3', 'Git': '<3', 'Design de App Mobile': '<3'}",<3,<3,No experience,altamiranoesdras,altamiranoesdras,30281.0,1624.0,1365.0,172.0,87.0,25.0,1599.0,53.63098972953337,,,,,,,,,35713,2000,5432.0,376.0,85.0,61.0,230.0,25.0,351.0,69.21944035346098
https://www.workana.com/freelancer/fce63c40f158a25a41e1bc7110964f51,https://github.com/PhilCard,Dev 35,Full Stack Developer,Brasil,BRL 25.00,"PHP (1 ano), MySQL (1 ano), JavaScript (1 ano), CSS3 (1 ano), C# (1 a 3 anos), Ionic Framework (1 ano), Linux (1 a 3 anos)","""""""Sobre mim   Meu nome é [REDACTED], tenho 26 anos, sou de São Paulo - SP. Possuo formação técnica em informática com carga horária de 1500h. Tenho atuado na área de TI desde 2020, já participei de projetos diversificados, grande parte no suporte técnico. No começo desse ano minha atenção voltou ao mercado de desenvolvimento de software, minha principal especialidade é o desenvolvimento de websites com PHP, também estou me especializando em outras linhagens como javascript e C#.  Meu objetivo é sempre zelar por uma boa relação com o cliente, se colocando a disposição sempre que possível, esclarecer e alinhar todos os pontos necessários do projeto, desenvolvendo um sistema intuitivo e de fácil entendimento para satisfação do cliente.  colapsar""""""","{'PHP': '<3', 'SQL': '<3', 'JavaScript': '<3', 'CSS3': '<3', 'C#': '<3', 'Ionic Framework': '<3', 'Linux': '<3'}",<3,<3,No experience,PhilCard,PhilCard,2261.0,150.0,133.0,12.0,5.0,0.0,150.0,66.34232640424591,,,,,,,,,2534,355,273.0,205.0,33.0,31.0,141.0,30.0,178.0,750.9157509157509
https://www.workana.com/freelancer/21d0550386759466290b38175813bb08,https://github.com/rodrigocorrea1989,Dev 37,Desenvolvedor Web,Argentina,ARS 2000.00,"PHP (3 a 5 anos), WordPress (3 a 5 anos), HTML (3 a 5 anos), MySQL (3 a 5 anos), JavaScript (3 a 5 anos), HTML5 (3 a 5 anos), Lojas Virtuais (e-commerce) (3 a 5 anos)","""""""Sobre mim   Egresado de la carrera de Análisis de sistemas, Pro activo desempeñándome como freelancer.  Perfil de github:https://github.com/rodrigocorrea1989 Tengo conocimiento en:  Wordpress y constructores ELEMENTOR , DIVI , WPBAKERY, VISUAL COMPOSER, PAGELAYER. Lenguajes Front-end como CSS, HTML,  JAVASCRIPT (JQUERY), ajax . Lenguajes Back-end como PHP , MYSQl. Maquetación web con BOOTSTRAP4. Lenguajes back-end como PHP/MYSQL. Desarrollo de plataformas educativas con  MOODLE. Conocimiento de servidores web: HOSTING, DOMINIOS, SSL, CPANEL.  colapsar""""""","{'PHP': '3-5', 'WordPress': '3-5', 'HTML': '3-5', 'SQL': '3-5', 'JavaScript': '3-5', 'Lojas Virtuais (e-commerce)': '3-5'}",3-5,3-5,No experience,rodrigocorrea1989,rodrigocorrea1989,,,,,,,,,,,,,,,,,9022,847,9022.0,847.0,126.0,290.0,431.0,253.0,608.0,93.8816227000665
https://www.workana.com/freelancer/2a7c9d628a2b0b3408e9ef79af6e78c5,http://github.com/dvdscripter,Dev 38,API and Integration Developer,Brasil,BRL 50.00,"API (1 ano), PHP (1 ano), JavaScript (1 ano), Go/Golang (1 ano), Node.js (1 ano)","""""""Sobre mim   Hi, I'm a developer with 5+ years of career experience and challenges are my hobby. If you have a problem I'll be your solution, if not I'll point you to the right direction/technology.  You can always find sample of my expertise at github.com/dvdscripter  colapsar""""""","{'API': '<3', 'PHP': '<3', 'JavaScript': '<3', 'Go/Golang': '<3', 'Node.js': '<3'}",<3,<3,No experience,dvdscripter,dvdscripter,115.0,1.0,0.0,1.0,0.0,0.0,1.0,8.695652173913043,,,,,,,,,115,1,,,,,,,,
https://www.workana.com/freelancer/623fd51fd4bea0e926f19eef647f31bd,https://github.com/LuisGabrielAcevedo,Dev 41,Full Stack Developer,Argentina,ARS 10000.00,"Responsive Web Design (3 a 5 anos), JavaScript (3 a 5 anos), AngularJS (3 a 5 anos), Node.js (3 a 5 anos), MongoDB (1 a 3 anos)","""""""Sobre mim   Librerías: - lgx-axios-dev-tools: Node.js y typescript.  https://github.com/LuisGabrielAcevedo/lgx-axios-dev-tools - React.js y material ui.  http://lgx-react-components.herokuapp.com  colapsar""""""","{'Responsive Web Design': '3-5', 'JavaScript': '3-5', 'AngularJS': '3-5', 'Node.js': '3-5', 'MongoDB': '<3'}",3-5,No experience,No experience,LuisGabrielAcevedo,LuisGabrielAcevedo,626.0,2.0,0.0,1.0,1.0,1.0,1.0,3.1948881789137378,,,,,,,,,626,2,,,,,,,,
https://www.workana.com/freelancer/960f308f0500b1ee8c3be57826854ab4,https://github.com/cssgabriel,Dev 42,Front-end Developer,Brasil,BRL 47.00,"HTML5 (1 a 3 anos), JavaScript (1 a 3 anos), CSS3 (1 a 3 anos), LESS/SASS/SCSS (1 a 3 anos), WordPress (3 a 5 anos), Desenvolvimento Web (3 a 5 anos), Responsive Web Design (3 a 5 anos)","""""""Sobre mim   Prazer, me chamo [REDACTED], e sou desenvolvedor front-end.  Desde sempre gostei de desafios e resolver problemas. Por isso, me encontrei na programação.  Seja bem-vindo(a) ao meu perfil! Você poderá encontrar alguns dos meus projetos pessoais em https://github.com/cssgabriel  colapsar""""""","{'HTML': '<3', 'JavaScript': '<3', 'CSS3': '<3', 'LESS/SASS/SCSS': '<3', 'WordPress': '3-5', 'Desenvolvimento Web': '3-5', 'Responsive Web Design': '3-5'}",<3,No experience,No experience,cssgabriel,cssgabriel,1228.0,48.0,3.0,38.0,7.0,28.0,34.0,39.08794788273615,243.0,16.0,8.0,8.0,0.0,1.0,15.0,65.84362139917695,1538,74,67.0,10.0,2.0,1.0,7.0,1.0,9.0,149.25373134328356
https://www.workana.com/freelancer/a23728dfe92a41c4038521f2caf19b62,https://github.com/Maslow12,Dev 43,La razon es determinante,Venezuela,USD 10.00,"Python (3 a 5 anos), JavaScript (3 a 5 anos), MySQL (1 a 3 anos), Django (3 a 5 anos), Data Analyst (Python) (1 a 3 anos), AngularJS (3 a 5 anos), Selenium (1 a 3 anos)","""""""Sobre mim   Me presentare brevemente, soy un estudiante de Ingeniería Química, entusiasta de la programación. Siempre busco las mejores maneras para crear mis proyecto, me consideró una persona creativa, dedicada, sincera y con ganas de aprender. Mis objetivos son crecer personal y profesionalmente en este sector de la programación. Tengo conocimiento en C++, Python (Análisis de datos), manejo en liberias como: Numpy, Pandas, Matplotlib, Seaborn y scikit-learn. Conocimiento de Frameworks para el desarrollo Backend como Django, Django Rest Framework y Express (NodeJs). Manejo del diseño de interfaces graficas (Tkinter). Conocimientos en paquetes básicos de diseño web (HTML, CSS, JavaScript) y manejo de frameworks como Angular, manejo de repositorios (Git) y manejo de bases de datos como MySql y PostgreSQL.   Además de dominar herramientas como Photoshop, Illustrator y Adobe Premiere.  Herramientas mas orientadas a empresas como Excel (Creación de Macros e informes KPI), PowerBi y SAP.  Actualmente me encuentro aprendiendo: Java, manejo de Android Studio, Swing, Swift, Kotlin.  Adjunto mi repositorio de GitHub: https://github.com/Maslow12  colapsar""""""","{'Python': '3-5', 'JavaScript': '3-5', 'SQL': '<3', 'Django': '3-5', 'Data Analyst (Python)': '<3', 'AngularJS': '3-5', 'Selenium': '<3'}",3-5,No experience,3-5,Maslow12,Maslow12,1448.0,133.0,21.0,56.0,56.0,4.0,129.0,91.85082872928177,461.0,9.0,0.0,1.0,8.0,0.0,9.0,19.522776572668114,3652,228,1743.0,86.0,6.0,42.0,38.0,16.0,75.0,49.34021801491681
https://www.workana.com/freelancer/248c9511ded5370033c34907947ace6c,https://github.com/diegosarzi,Dev 47,Fullstack,Brasil,BRL 45.00,"PHP (1 a 3 anos), WordPress (1 a 3 anos), JavaScript (1 a 3 anos)","""""""Sobre mim   Com 12 anos trabalhando como designer / programador, já participei de muitos projetos. Também trabalhei na área de manutenção e infra por alguns anos. Apaixonado por opensource. Tenho trabalhado com sistemas GNU / Linux há pelo menos 8 anos.  Com novas idéias todos os dias, ainda estou em busca de novos projetos.  Features WordPress - PHP - JavaScript - Node.js - ShellScript - Mysql - MongoDB - Godot  colapsar""""""","{'PHP': '<3', 'WordPress': '<3', 'JavaScript': '<3'}",<3,<3,No experience,diegosarzi,diegosarzi,289.0,24.0,14.0,5.0,5.0,0.0,24.0,83.04498269896193,,,,,,,,,289,24,,,,,,,,
