url;github;name;title;location;hourly_rate;skills;description
https://www.workana.com/freelancer/ee1b2f782383a6c44682df07d7de7985;https://github.com/DeGsoft;Dev 14;Software Developer;Argentina;USD 10.00;JavaScript (+10 anos), PHP (+10 anos), Java (+10 anos), C# (+10 anos), Delphi (+10 anos);"""""""Sobre mim   https://github.com/DeGsoft"""""""
https://www.workana.com/freelancer/64c9e84688ccd8620740fc95846e2962;https://github.com/matheusprotos;Dev 15;Software Developer;Brasil;BRL 100.00;Flutter (5 a 10 anos), React Native (+10 anos), Desenvolvimento Web (+10 anos), React.js (+10 anos), Vue.js (+10 anos);"""""""Sobre mim   Sou um desenvolvedor Frontend em T, especializado em desenvolvimento mobile, domino completamente todas as tecnologias Cross Platform e os frameworks mais populares de front-end.  Conto com uma experiência de 10 anos na área e sempre estou em busca de novos desafios.  Curriculo: [REDACTED] Github: https://github.com/matheusprotos  colapsar"""""""
https://www.workana.com/freelancer/e48932d3d8c3f2e419db4d6abe43bb5a;https://github.com/Lucas-caceres-w;Dev 16;Full Stack Developer;Argentina;USD 14.00;MySQL (1 ano), PHP (1 ano), Web Design (1 a 3 anos), Next.js (1 a 3 anos);"""""""Sobre mim   Soy un Desarrollador web Fullstack con conocimientos en HTML, CSS, SASS, Bootstrap, React, Next js, PHP, Tailwind, Material UI y Nodejs Soy capaz de desarrollar paneles de administracion, E-commerce, Landing pages, etc... Mis trabajos pueden verse en: https://lucasdev.com.ar https://github.com/Lucas-caceres-w  colapsar"""""""
https://www.workana.com/freelancer/7e67a69a5dccb5d87fb474742fcabd10;https://github.com/Ghenriquer10;Dev 17;Front-end Developer;Brasil;BRL 20.00;JavaScript (1 a 3 anos), React.js (1 ano), React Native (1 ano);"""""""Sobre mim   Desenvolvedor front end formado em análise e desenvolvimento de sistemas, tenho conhecimentos em Html, Css, Javascript, ReactJs (styled-components, hooks, context-api) e Next Js, além de estar me aprofundando no desenvolvimento back end com Node Js, Express, Prisma e PostgreSQL e em React Native em desenvolvimento mobile. Possuo projetos pessoais no meu Github, por onde matenho crescentemente a minha busca por experiênia. Github: https://github.com/Ghenriquer10  colapsar"""""""
https://www.workana.com/freelancer/4f7d775ac53aeb21580d16c2b95a5257;https://github.com/JoaoDiamantino;Dev 18;Data Scientist;Brasil;BRL 50.00;Data Science (1 ano);"""""""Sobre mim   Sou engenheiro de produção com experiência na otimização de processos e análise de dados com capacidade analítica e raciocínio lógico, focado na estruturação de dados, modelagem estatística e deployment.  Na ciência de dados tenho como foco o data-driven, data wrangling, machine learning, com atenção a detalhes, automação de planilhas e lógicas, com metodologias ágeis (Scrum, Kanban) e frameworks específicos (CRISP-DM).  Atualmente, curso MBA da USP Esalq em Data Science e Analytics, visando, principalmente, o aprofundamento nos conceitos estatísticos e desenvolvimento de modelos  Repositório GitHub: https://github.com/JoaoDiamantino  Principais ferramentas: Python (Numpy, Pandas, Scikit-Learn, Matplot),SQL, R, PowerBI, Excel VBA, Big Data (Spark, ML Flow), Estatística( Teste de Hipóteses, Clusterização, Análise Fatorial, Correspondência Simples, Regressão, Modelagem Multinível, Séries Temporais).  João Diamantino  colapsar"""""""
https://www.workana.com/freelancer/74751a3116f15c84429c0f8d76ecf60b;https://github.com/matheusfelipeog;Dev 19;Full Stack Developer;Brasil;BRL 100.00;Python (1 a 3 anos), JavaScript (1 a 3 anos), Web Scraping (1 a 3 anos), MySQL (1 ano), Git (1 a 3 anos), HTML (1 a 3 anos), API (1 ano);"""""""Sobre mim   Desenvolvedor Full-Stack atualmente focado no ecossistema Python e Técnico em Desenvolvimento de Sistemas pela ETEC. Possuo vivência no desenvolvimento de soluções front e back usando metodologias ágeis, boas práticas de segurança e elaboração, organização e criação de documentação.   Atualmente realizando projetos freelancers de web scraping e automação, além de criar e manter diversos projetos open source, sendo eles: sistemas, APIs/pacotes, automações, documentações e afins.  -- Skills --  Ecossistema Python:  - Python 3.x  - Flask, Jinja  - pip, pipenv  - pyenv, pipx  - Unittest, Pytest  - Linters  Ecossistema web:  - HTML  - CSS  - JavaScript  Noções de banco de dados:  - MySQL  - SQLite  Outros:  - Noções de ambientes Linux  - Docker  - Git, GitHub e GitHub Actions como CI/CD  - APIs  - Programação Orientada a Objetos  - Testes Unitários  - Web Scraping  - Scrum  Outras ferramentas que já usei:  - PHP  - JQuery  - Bootstrap  -- Links --  GitHub: https://github.com/matheusfelipeog LinkedIn:[REDACTED] Portfólio: https://matheusfelipeog.github.io  colapsar"""""""
https://www.workana.com/freelancer/d1c94566263a0c25ae9e8f461fc9c606;https://github.com/ivmarcos;Dev 20;Software Developer;Brasil;BRL 70.00;React.js (1 ano), Node.js (1 ano);"""""""Sobre mim   Full stack developer  • 10+ years of experience in web development • Extensive experience using  React, React Native, Redux, Angular JS (1.x), NodeJS, SequelizeJS, ExpressJS, Bootstrap, Material Design, SQL, and more. • Awareness of the Web Development industry, and new technologies. • Writing up technical manuals and user instructions. • Strategically thinking through all parts of the design process. • Knowledge of international web standards and protocols.  Professional  • Able to organise own workload effectively and prioritise tasks. • Can quickly understand business requirements and then translate these into functional requirements. • Having a passion for customer service & responding quickly to enquiries. • Can manage multiple projects in a fast-paced, deadline-driven environment. • Adaptable and able to quickly pick up new techniques. • Understanding of W3C standards, web accessibility & best practice.  Personal  • Passionate about doing a good job • Strongly committed to all projects from inception right through to the end.  colapsar"""""""
https://www.workana.com/freelancer/4d32f6b3baf097f1437d95b1f4c82e56;https://github.com/henriqueamaraldev;Dev 21;Full Stack Developer;Brasil;BRL 100.00;MongoDB (3 a 5 anos), Node.js (3 a 5 anos), .NET (3 a 5 anos);"""""""Sobre mim   GitHub: https://github.com/henriqueamaraldev  Sou o Henrique, muito prazer!  Sou apaixonado com tecnologia e desenvolvimento;  Focado em desenvolvimento back-end; Trabalhando com node.js, NestJS, Express, .NET 6.0, EntityFramework, AWS, AzureDevops, MongoDB, Postgres;  Desenvolvo codigos escalonáveis em aplicações robustas para empresas de peso me baseando nas boas práticas do Clean Code e Clean Architecture;  colapsar"""""""
https://www.workana.com/freelancer/d9e78c8f38cde56db705f56d457042c0;https://github.com/JAugustoMSJ;Dev 22;Criação de Conteúdo;Brasil;BRL 25.00;Edição de vídeo (1 a 3 anos), Programação de Games (1 ano), Animação (1 ano);"""""""Sobre mim   Formado em Ciência da Computação e entusiasta em edição de vídeos. Já atuei como professor de informática em cursos profissionalizantes. Tenho experiência profissional e conhecimentos com foco em desenvolvimento em Java mobile e edição com Sony Vegas e atualmente presto serviços voltados a ambas as áreas.  colapsar"""""""
https://www.workana.com/freelancer/0628403315de223d9619a9d75ac8eec4;https://github.com/nahue-prg;Dev 23;Full Stack Developer;Argentina;ARS 7000.00;JavaScript (3 a 5 anos), C# (1 a 3 anos), .NET (1 a 3 anos), Microsoft Excel (3 a 5 anos), SQL Server (3 a 5 anos), Microsoft Azure (3 a 5 anos), React.js (1 ano);"""""""Sobre mim   Habilidades: - Backend: C#, NODE, JAVA, C++.  - Frontend: JAVASCRIPT, REACT, BOOTSTRAP, IONIC, CSS, HTML.  - Bases de datos: SQL (MSSQL, MYSQL, ORACLE PLSQL), NoSQL (MONGODB, FIREBASE). - Game Dev: UNITY.  GitHub: https://github.com/nahue-prg  colapsar"""""""
https://www.workana.com/freelancer/7e30e8a6a655cf40d100bc3dc3b78977;https://github.com/PedroCoelho19;Dev 24;Full Stack Developer;Brasil;BRL 20.00;PHP (1 a 3 anos), MySQL (3 a 5 anos), Node.js (3 a 5 anos), React.js (3 a 5 anos), JavaScript (3 a 5 anos), Typescript (3 a 5 anos), Amazon AWS AI/ML (1 ano);"""""""Sobre mim   Saudações! Sou um Desenvolvedor de Software com quatro anos de experiência na área. Minha formação em Análise e Desenvolvimento de Sistemas proporcionou uma base sólida, e desde então, venho aprimorando minhas habilidades e conhecimentos para oferecer soluções de alta qualidade.  Minhas principais áreas de expertise incluem:  JavaScript: Domino JavaScript de ponta a ponta, abrangendo tanto o desenvolvimento no lado do cliente (React.js) quanto no lado do servidor (Node.js). React.js e React Native: Tenho ampla experiência na criação de interfaces de usuário dinâmicas e responsivas tanto para aplicações web quanto para aplicativos móveis. Node.js: Desenvolvo servidores eficientes e escaláveis usando Node.js, proporcionando uma base robusta para sistemas web. PHP: Tenho conhecimentos sólidos em PHP, utilizando-o para o desenvolvimento de aplicações web dinâmicas. Banco de Dados Relacionais e NoSQL: Experiência em modelagem e gerenciamento de bancos de dados relacionais (MySQL, PostgreSQL) e NoSQL (MongoDB), garantindo eficiência no armazenamento e recuperação de dados. Além disso, destaco as seguintes características:  Comprometimento: Sou apaixonado por enfrentar desafios complexos e entregar soluções eficientes. Aprendizado Contínuo: Mantenho-me atualizado com as últimas tendências tecnológicas para oferecer as melhores soluções aos meus clientes. Comunicação Clara: Valorizo a comunicação transparente para entender completamente os requisitos do projeto e garantir a satisfação do cliente. Estou entusiasmado para colaborar em projetos desafiadores e agregar valor ao seu negócio. Vamos trabalhar juntos para transformar suas ideias em realidade!  Link GitHub: https://github.com/PedroCoelho19  colapsar"""""""
https://www.workana.com/freelancer/3c09c22c6838fa6a1cd45a007ecee814;https://github.com/jxnata;Dev 25;Software Developer;Brasil;BRL 50.00;PHP (3 a 5 anos), JavaScript (5 a 10 anos), Android (5 a 10 anos), WordPress (5 a 10 anos), CSS (5 a 10 anos), iOS (5 a 10 anos), HTML (5 a 10 anos);"""""""Sobre mim   Formado em 2014 no curso técnico de informática no Instituto Federal de Educação Ciência e Tecnologia da Bahia - Campus Irecê. Habilidades em programação web, sistemas, sites e aplicativos mobile. Também atuo na área de web3 e blockchain, com especialidade em Ethereum e Bitcoin. GitHub: https://github.com/jxnata  colapsar"""""""
https://www.workana.com/freelancer/54f3f1bc7d9e9fb41e3a097754a76b33;https://github.com/viniciusalencardev;Dev 26;Full Stack Developer;Brasil;BRL 30.00;PHP (3 a 5 anos), HTML (3 a 5 anos), JavaScript (3 a 5 anos), MySQL (3 a 5 anos), jQuery (3 a 5 anos);"""""""Sobre mim   Olá, sou Vinícius Alencar, desenvolvedor autodidata, atualmente curso Sistemas de Informação (UFS) e ADS. Já desenvolvi vários jobs como freelance e projetos pessoais. Também já ministrei minicursos sobre desenvolvimento web/mobile na prática. Caso se interesse poderei estar desenvolvendo seu projeto. https://viniciusalencardev.github.io https://github.com/viniciusalencardev  colapsar"""""""
https://www.workana.com/freelancer/39583307d104182b28a33be50f4bc4b4;https://github.com/hedcler;Dev 27;Design & Desenvolvimento Web;Brasil;BRL 45.00;PHP (1 ano), Python (1 ano), Lojas Virtuais (e-commerce) (1 ano);"""""""Sobre mim   FullStack Developer, focado na construção de software baseado em nuvem (incluindo aplicativos móveis). Organizado, dedicado e apaixonado pelo desenvolvimento de software.  GitHub: https://github.com/hedcler  colapsar"""""""
https://www.workana.com/freelancer/ec63934b790b5fbf15e2d2deec7236c8;https://github.com/gnuns;Dev 28;Desenvolvedor Web;Brasil;BRL -;PHP (1 ano), JavaScript (1 ano), MySQL (1 ano), Linux (1 ano), WordPress (1 ano), Node.js (1 ano), React.js (1 ano);"""""""Sobre mim   Full stack developer, interessado em segurança da informação e usuário de Linux  Tenho experiência em desenvolvimento web front-end com CSS3, HTML5, JavaScript/JQuery e em back-end principalmente com PHP (OO) + (My)SQL. Também tenho experiência no desenvolvimento desktop com C# e já trabalhei com JavaScript em NodeJS.  colapsar"""""""
https://www.workana.com/freelancer/ad46985dcb0b537f3c791745fa35abac;https://github.com/graomelo;Dev 29;Cybersecurity;Brasil;BRL 150.00;Security Analyst (1 ano), Criptomoeda (1 ano);"""""""Sobre mim   Bug Hunter, Também é coordenador do Meetup Bitcoin São Paulo e da Comibit. Ja contribuicom mais de 70 projetos de criptomoedas, DLT e BLockchain. tais como Bitcoin Core, Ethereum, Corda R3, NEM, OmiseGO, Bitnation, Steemit, Lightning Network, VERGE, PIVX, Zcore, EOS."""""""
https://www.workana.com/freelancer/ccb94bde793560335cf3819f8c472c8d;https://github.com/fabricio7p;Dev 30;Programmer;Brasil;BRL 70.00;JavaScript (1 a 3 anos), HTML5 (1 a 3 anos), Python (1 a 3 anos), React.js (1 a 3 anos), LESS/SASS/SCSS (1 a 3 anos), Node.js (1 ano), MongoDB (1 a 3 anos);"""""""Sobre mim   Experienced web and microservices/automation software developer.  Frontend:  My work on frontend relies on the latest and greatest tools. I'm always up to date with features and QoL improvements to user experience. Here's some of them:  - Frameworks - React.JS (current)  - HTML5 - CSS3 - SCSS/SASS  - Javascript - Webpack - Babel - Jest  Backend: My backend stack is the solo developer's dream. Fast, painless and undoubtedly powerful. Which are:  - Python - Flask - REST - SQLAlchemy  - SQL - MySQL - Postgre - SQLite  - Cache/Task - Redis - Celery - AsyncIO  - Javascript - Node - Express  - MongoDB  - Docker - Docker-compose  - AWS - Heroku   What i am:  - Professional software developer. My expertise in Python provides me more than Web/Microservices developer. I did pretty heavy work in OCR and Automation scripts and Web comes as a cherry on top.  - Full stack web developer. I've been working with React for a while now. I'm very attentive on details and like to deliver well put togheter and beautiful products.   What i am NOT:  - Designer (but i try) - Database engineer - Devops  colapsar"""""""
https://www.workana.com/freelancer/5bede2255ec977a2b7b7a72382671c6b;https://github.com/enghitalo;Dev 31;Full Stack Developer;Brasil;BRL 16.00;JavaScript (1 a 3 anos), Escrita de artigos (1 a 3 anos), Correção de textos (1 a 3 anos), React.js (1 a 3 anos), HTML (3 a 5 anos);"""""""Sobre mim   https://github.com/enghitalo"""""""
https://www.workana.com/freelancer/ec4f134ce123f134a34db415b6bbce60;https://github.com/feliperce;Dev 32;Desenvolvedor Android;Brasil;BRL -;Android (1 ano), Aplicativos desktop (1 ano), Desenvolvimento de Games (1 ano);"""""""Sobre mim   Trabalho com desenvolvimento de aplicativos e games para Android, sou formado em Analise e Desenvolvimento de Sistemas na PUC-GO, possuo nanodegree em Android na Udacity ([REDACTED])  colapsar"""""""
https://www.workana.com/freelancer/6da204223f24f86e78f5dd2e599d4cd7;https://github.com/LeonardoASCouto;Dev 33;Software Developer;Brasil;BRL 15.00;Python (1 ano), VBA (1 ano), Retoque de Fotografias (1 ano), C# (1 ano);"""""""Sobre mim   Freelancer da área de Programação. Conhecimento em Python."""""""
https://www.workana.com/freelancer/2eb036672b5b30f56130d5cbc12d72e0;https://github.com/altamiranoesdras;Dev 34;Desenvolvedor Web;Guatemala;USD 10.00;JavaScript (1 ano), PHP (1 ano), Laravel (1 ano), MySQL (1 ano), Desenvolvimento Web (1 ano), Git (1 ano), Design de App Mobile (1 ano);"""""""Sobre mim   Me gusta todo lo referente a tecnología, me gusta estudiar mucho y estar al tanto de las últimas metodología, framework y tecnologías de programación, me gusta enfocarme más en la solución que en el problema"""""""
https://www.workana.com/freelancer/fce63c40f158a25a41e1bc7110964f51;https://github.com/PhilCard;Dev 35;Full Stack Developer;Brasil;BRL 25.00;PHP (1 ano), MySQL (1 ano), JavaScript (1 ano), CSS3 (1 ano), C# (1 a 3 anos), Ionic Framework (1 ano), Linux (1 a 3 anos);"""""""Sobre mim   Meu nome é [REDACTED], tenho 26 anos, sou de São Paulo - SP. Possuo formação técnica em informática com carga horária de 1500h. Tenho atuado na área de TI desde 2020, já participei de projetos diversificados, grande parte no suporte técnico. No começo desse ano minha atenção voltou ao mercado de desenvolvimento de software, minha principal especialidade é o desenvolvimento de websites com PHP, também estou me especializando em outras linhagens como javascript e C#.  Meu objetivo é sempre zelar por uma boa relação com o cliente, se colocando a disposição sempre que possível, esclarecer e alinhar todos os pontos necessários do projeto, desenvolvendo um sistema intuitivo e de fácil entendimento para satisfação do cliente.  colapsar"""""""
https://www.workana.com/freelancer/5af658a3aaef87d7b28dd80d85e3c2de;https://github.com/andreluizjs/;Dev 36;Desenvolvedor Web;Brasil;BRL 40.00;JavaScript (1 ano), Django (1 ano);"""""""Sobre mim   Estudante apaixonado por tecnologia e sua evolução"""""""
https://www.workana.com/freelancer/21d0550386759466290b38175813bb08;https://github.com/rodrigocorrea1989;Dev 37;Desenvolvedor Web;Argentina;ARS 2000.00;PHP (3 a 5 anos), WordPress (3 a 5 anos), HTML (3 a 5 anos), MySQL (3 a 5 anos), JavaScript (3 a 5 anos), HTML5 (3 a 5 anos), Lojas Virtuais (e-commerce) (3 a 5 anos);"""""""Sobre mim   Egresado de la carrera de Análisis de sistemas, Pro activo desempeñándome como freelancer.  Perfil de github:https://github.com/rodrigocorrea1989 Tengo conocimiento en:  Wordpress y constructores ELEMENTOR , DIVI , WPBAKERY, VISUAL COMPOSER, PAGELAYER. Lenguajes Front-end como CSS, HTML,  JAVASCRIPT (JQUERY), ajax . Lenguajes Back-end como PHP , MYSQl. Maquetación web con BOOTSTRAP4. Lenguajes back-end como PHP/MYSQL. Desarrollo de plataformas educativas con  MOODLE. Conocimiento de servidores web: HOSTING, DOMINIOS, SSL, CPANEL.  colapsar"""""""
https://www.workana.com/freelancer/2a7c9d628a2b0b3408e9ef79af6e78c5;http://github.com/dvdscripter;Dev 38;API and Integration Developer;Brasil;BRL 50.00;API (1 ano), PHP (1 ano), JavaScript (1 ano), Go/Golang (1 ano), Node.js (1 ano);"""""""Sobre mim   Hi, I'm a developer with 5+ years of career experience and challenges are my hobby. If you have a problem I'll be your solution, if not I'll point you to the right direction/technology.  You can always find sample of my expertise at github.com/dvdscripter  colapsar"""""""
https://www.workana.com/freelancer/524d8a1f2e11d88a12deb80cbc33a011;https://github.com/leslierodrigues;Dev 39;Ciencias de la computación - USB;Venezuela;USD 20.00;Python (1 ano), C (1 ano), Inteligência artificial (1 ano), Web Design (1 ano), Realidade Aumentada (1 ano);"""""""Sobre mim   Estudiande de último año de ingenieria en computación."""""""
https://www.workana.com/freelancer/a3dd0e4515cb283f93679ab046357d44;https://github.com/Thiagolourenco;Dev 40;Mobile Developer;Brasil;BRL 110.00;React Native (1 ano), Node.js (1 ano), React.js (1 ano);"""""""Sobre mim   Me Chamo Thiago Lourenço, sou desenvolvedor React Native Sênior, venho atuando no mercado pouco mais de 3 anos, desenvolvendo vários projetos. Sou entusiasta em NodeJS e ReactJS. Mais meu maior foco é o react native e todo o ecossistema do Mobile  https://github.com/Thiagolourenco  colapsar"""""""
https://www.workana.com/freelancer/623fd51fd4bea0e926f19eef647f31bd;https://github.com/LuisGabrielAcevedo;Dev 41;Full Stack Developer;Argentina;ARS 10000.00;Responsive Web Design (3 a 5 anos), JavaScript (3 a 5 anos), AngularJS (3 a 5 anos), Node.js (3 a 5 anos), MongoDB (1 a 3 anos);"""""""Sobre mim   Librerías: - lgx-axios-dev-tools: Node.js y typescript.  https://github.com/LuisGabrielAcevedo/lgx-axios-dev-tools - React.js y material ui.  http://lgx-react-components.herokuapp.com  colapsar"""""""
